IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
3.70.208.67,2083,0,false,ORD,North America,Chicago,239,0.00
3.68.70.156,2052,0,false,ORD,North America,Chicago,239,0.00
3.96.159.76,443,0,false,ORD,North America,Chicago,240,0.00
35.182.226.30,8080,0,false,ORD,North America,Chicago,240,0.00
35.182.226.30,8443,0,false,ORD,North America,Chicago,240,0.00
35.182.250.84,8443,0,false,ORD,North America,Chicago,240,0.00
35.182.226.30,2086,0,false,ORD,North America,Chicago,240,0.00
35.183.129.108,2086,0,false,ORD,North America,Chicago,240,0.00
15.222.62.90,2087,0,false,ORD,North America,Chicago,240,0.00
15.222.44.227,2087,0,false,ORD,North America,Chicago,240,0.00
15.222.62.90,2095,0,false,ORD,North America,Chicago,240,0.00
35.182.250.84,2053,0,false,ORD,North America,Chicago,240,0.00
3.96.159.76,2086,0,false,ORD,North America,Chicago,240,0.00
35.183.109.65,2096,0,false,ORD,North America,Chicago,240,0.00
3.96.173.26,8080,0,false,ORD,North America,Chicago,240,0.00
15.222.62.90,2082,0,false,ORD,North America,Chicago,240,0.00
15.222.44.180,8443,0,false,ORD,North America,Chicago,240,0.00
15.222.44.180,8080,0,false,ORD,North America,Chicago,240,0.00
3.96.162.21,2095,0,false,ORD,North America,Chicago,240,0.00
35.182.217.195,2082,0,false,ORD,North America,Chicago,240,0.00
15.223.1.159,2087,0,false,ORD,North America,Chicago,240,0.00
13.201.81.130,2053,0,false,ORD,North America,Chicago,240,0.00
35.182.217.195,2086,0,false,ORD,North America,Chicago,240,0.00
35.183.18.12,2053,0,false,ORD,North America,Chicago,240,0.00
3.99.141.132,443,0,false,ORD,North America,Chicago,240,0.00
35.183.132.22,80,0,false,ORD,North America,Chicago,240,0.00
3.96.197.208,2053,0,false,ORD,North America,Chicago,240,0.00
3.96.162.21,2087,0,false,ORD,North America,Chicago,241,0.00
35.182.217.195,2095,0,false,ORD,North America,Chicago,241,0.00
15.222.62.90,443,0,false,ORD,North America,Chicago,241,0.00
15.222.64.33,8080,0,false,ORD,North America,Chicago,241,0.00
35.182.250.84,2082,0,false,ORD,North America,Chicago,241,0.00
35.182.253.40,8080,0,false,ORD,North America,Chicago,241,0.00
15.222.44.227,2086,0,false,ORD,North America,Chicago,241,0.00
15.222.44.227,80,0,false,ORD,North America,Chicago,241,0.00
3.99.161.67,2083,0,false,ORD,North America,Chicago,241,0.00
3.96.215.1,2082,0,false,ORD,North America,Chicago,241,0.00
3.96.159.76,2053,0,false,ORD,North America,Chicago,241,0.00
35.183.109.96,2095,0,false,ORD,North America,Chicago,241,0.00
3.96.197.208,8080,0,false,ORD,North America,Chicago,241,0.00
3.96.162.21,2052,0,false,ORD,North America,Chicago,241,0.00
15.222.44.227,2052,0,false,ORD,North America,Chicago,241,0.00
35.183.47.89,8443,0,false,ORD,North America,Chicago,241,0.00
3.99.169.181,2096,0,false,ORD,North America,Chicago,242,0.00
35.182.253.40,2086,0,false,ORD,North America,Chicago,242,0.00
3.99.147.136,8443,0,false,ORD,North America,Chicago,242,0.00
35.183.129.108,2052,0,false,ORD,North America,Chicago,242,0.00
99.79.38.32,2087,0,false,ORD,North America,Chicago,242,0.00
35.183.42.193,8080,0,false,ORD,North America,Chicago,242,0.00
35.183.42.193,8443,0,false,ORD,North America,Chicago,242,0.00
35.182.250.84,8880,0,false,ORD,North America,Chicago,242,0.00
35.182.226.30,8880,0,false,ORD,North America,Chicago,243,0.00
35.183.47.89,80,0,false,ORD,North America,Chicago,243,0.00
3.99.161.67,2087,0,false,ORD,North America,Chicago,243,0.00
3.96.173.26,2086,0,false,ORD,North America,Chicago,243,0.00
3.99.141.132,8080,0,false,ORD,North America,Chicago,243,0.00
3.99.161.67,443,0,false,ORD,North America,Chicago,243,0.00
15.223.114.96,8443,0,false,ORD,North America,Chicago,243,0.00
35.183.42.193,2095,0,false,ORD,North America,Chicago,243,0.00
35.183.42.193,8880,0,false,ORD,North America,Chicago,243,0.00
3.99.141.132,8880,0,false,ORD,North America,Chicago,243,0.00
35.183.109.96,2086,0,false,ORD,North America,Chicago,243,0.00
35.183.109.65,2095,0,false,ORD,North America,Chicago,243,0.00
35.183.18.12,8080,0,false,ORD,North America,Chicago,243,0.00
35.183.129.108,2083,0,false,ORD,North America,Chicago,243,0.00
3.96.197.208,2052,0,false,ORD,North America,Chicago,243,0.00
35.182.253.40,8880,0,false,ORD,North America,Chicago,243,0.00
35.182.250.84,8080,0,false,ORD,North America,Chicago,243,0.00
15.223.1.159,8443,0,false,ORD,North America,Chicago,243,0.00
99.79.38.32,8080,0,false,ORD,North America,Chicago,243,0.00
35.182.226.30,80,0,false,ORD,North America,Chicago,243,0.00
35.183.109.96,2053,0,false,ORD,North America,Chicago,243,0.00
35.183.109.96,8080,0,false,ORD,North America,Chicago,243,0.00
15.222.64.33,2087,0,false,ORD,North America,Chicago,243,0.00
15.223.1.159,2083,0,false,ORD,North America,Chicago,243,0.00
35.183.129.108,2053,0,false,ORD,North America,Chicago,243,0.00
15.222.64.33,2082,0,false,ORD,North America,Chicago,243,0.00
35.183.42.193,2052,0,false,ORD,North America,Chicago,243,0.00
35.183.129.108,2082,0,false,ORD,North America,Chicago,243,0.00
35.183.18.12,2087,0,false,ORD,North America,Chicago,244,0.00
35.183.42.193,2086,0,false,ORD,North America,Chicago,244,0.00
3.96.162.21,2083,0,false,ORD,North America,Chicago,244,0.00
35.182.217.195,2096,0,false,ORD,North America,Chicago,244,0.00
15.222.44.227,2083,0,false,ORD,North America,Chicago,244,0.00
35.183.47.89,2095,0,false,ORD,North America,Chicago,244,0.00
35.183.47.89,8880,0,false,ORD,North America,Chicago,244,0.00
35.182.250.84,2052,0,false,ORD,North America,Chicago,244,0.00
15.223.1.159,443,0,false,ORD,North America,Chicago,244,0.00
15.223.114.96,80,0,false,ORD,North America,Chicago,244,0.00
35.183.109.96,443,0,false,ORD,North America,Chicago,244,0.00
35.182.217.195,2083,0,false,ORD,North America,Chicago,244,0.00
35.183.109.96,2083,0,false,ORD,North America,Chicago,244,0.00
35.182.217.195,8080,0,false,ORD,North America,Chicago,244,0.00
35.182.250.84,2083,0,false,ORD,North America,Chicago,244,0.00
15.222.62.90,2096,0,false,ORD,North America,Chicago,244,0.00
15.222.64.33,8880,0,false,ORD,North America,Chicago,244,0.00
35.183.132.22,2082,0,false,ORD,North America,Chicago,244,0.00
15.222.44.180,2087,0,false,ORD,North America,Chicago,244,0.00
35.183.18.12,80,0,false,ORD,North America,Chicago,244,0.00
35.183.47.89,2082,0,false,ORD,North America,Chicago,244,0.00
35.182.226.30,2083,0,false,ORD,North America,Chicago,244,0.00
15.223.114.96,2095,0,false,ORD,North America,Chicago,244,0.00
15.222.44.227,8080,0,false,ORD,North America,Chicago,244,0.00
15.222.44.180,80,0,false,ORD,North America,Chicago,244,0.00
99.79.38.32,2083,0,false,ORD,North America,Chicago,244,0.00
35.183.129.108,2096,0,false,ORD,North America,Chicago,244,0.00
35.183.109.96,8443,0,false,ORD,North America,Chicago,244,0.00
3.99.169.181,8443,0,false,ORD,North America,Chicago,244,0.00
35.182.253.40,2082,0,false,ORD,North America,Chicago,244,0.00
35.183.109.96,80,0,false,ORD,North America,Chicago,244,0.00
35.183.109.96,2082,0,false,ORD,North America,Chicago,244,0.00
35.183.132.22,2096,0,false,ORD,North America,Chicago,244,0.00
15.222.44.227,2096,0,false,ORD,North America,Chicago,244,0.00
35.183.47.89,8080,0,false,ORD,North America,Chicago,244,0.00
35.183.109.65,2086,0,false,ORD,North America,Chicago,244,0.00
3.96.159.76,2095,0,false,ORD,North America,Chicago,244,0.00
3.96.215.1,2096,0,false,ORD,North America,Chicago,244,0.00
15.222.44.180,2053,0,false,ORD,North America,Chicago,244,0.00
99.79.38.32,2086,0,false,ORD,North America,Chicago,244,0.00
35.183.132.22,8080,0,false,ORD,North America,Chicago,244,0.00
15.222.64.33,2095,0,false,ORD,North America,Chicago,244,0.00
35.183.132.22,2087,0,false,ORD,North America,Chicago,244,0.00
15.223.1.159,8080,0,false,ORD,North America,Chicago,244,0.00
15.223.1.159,2096,0,false,ORD,North America,Chicago,244,0.00
35.183.47.89,2052,0,false,ORD,North America,Chicago,244,0.00
35.183.132.22,2083,0,false,ORD,North America,Chicago,244,0.00
35.182.253.40,443,0,false,ORD,North America,Chicago,244,0.00
15.222.62.90,2086,0,false,ORD,North America,Chicago,244,0.00
35.182.217.195,2053,0,false,ORD,North America,Chicago,244,0.00
15.222.62.90,8443,0,false,ORD,North America,Chicago,244,0.00
35.183.129.108,2087,0,false,ORD,North America,Chicago,244,0.00
35.183.18.12,2096,0,false,ORD,North America,Chicago,244,0.00
35.183.132.22,443,0,false,ORD,North America,Chicago,244,0.00
15.222.64.33,2096,0,false,ORD,North America,Chicago,244,0.00
35.182.217.195,80,0,false,ORD,North America,Chicago,244,0.00
15.222.62.90,2053,0,false,ORD,North America,Chicago,244,0.00
35.183.132.22,2053,0,false,ORD,North America,Chicago,244,0.00
99.79.38.32,8443,0,false,ORD,North America,Chicago,244,0.00
3.97.176.251,80,0,false,ORD,North America,Chicago,244,0.00
35.183.109.65,2083,0,false,ORD,North America,Chicago,244,0.00
99.79.38.32,2053,0,false,ORD,North America,Chicago,244,0.00
35.183.42.193,2082,0,false,ORD,North America,Chicago,244,0.00
35.183.47.89,2083,0,false,ORD,North America,Chicago,244,0.00
35.182.217.195,2087,0,false,ORD,North America,Chicago,244,0.00
35.183.18.12,2095,0,false,ORD,North America,Chicago,244,0.00
35.182.253.40,80,0,false,ORD,North America,Chicago,244,0.00
15.223.1.159,2095,0,false,ORD,North America,Chicago,244,0.00
35.182.250.84,2095,0,false,ORD,North America,Chicago,244,0.00
15.222.44.180,443,0,false,ORD,North America,Chicago,244,0.00
15.223.1.159,2082,0,false,ORD,North America,Chicago,244,0.00
35.182.250.84,2087,0,false,ORD,North America,Chicago,244,0.00
35.183.47.89,2086,0,false,ORD,North America,Chicago,244,0.00
15.222.64.33,2083,0,false,ORD,North America,Chicago,244,0.00
35.183.42.193,80,0,false,ORD,North America,Chicago,244,0.00
35.183.129.108,8880,0,false,ORD,North America,Chicago,244,0.00
15.223.114.96,8880,0,false,ORD,North America,Chicago,244,0.00
35.183.109.96,8880,0,false,ORD,North America,Chicago,244,0.00
15.222.64.33,80,0,false,ORD,North America,Chicago,244,0.00
15.222.44.180,2083,0,false,ORD,North America,Chicago,244,0.00
3.99.160.48,2053,0,false,ORD,North America,Chicago,244,0.00
35.183.109.96,2052,0,false,ORD,North America,Chicago,244,0.00
35.182.250.84,2086,0,false,ORD,North America,Chicago,244,0.00
3.99.187.248,80,0,false,ORD,North America,Chicago,244,0.00
15.222.62.90,80,0,false,ORD,North America,Chicago,244,0.00
35.182.226.30,2095,0,false,ORD,North America,Chicago,244,0.00
35.183.42.193,2087,0,false,ORD,North America,Chicago,244,0.00
99.79.38.32,8880,0,false,ORD,North America,Chicago,244,0.00
35.183.47.89,2087,0,false,ORD,North America,Chicago,244,0.00
99.79.38.32,2082,0,false,ORD,North America,Chicago,244,0.00
35.182.217.195,443,0,false,ORD,North America,Chicago,244,0.00
35.182.253.40,2087,0,false,ORD,North America,Chicago,244,0.00
35.183.18.12,2052,0,false,ORD,North America,Chicago,244,0.00
3.96.215.1,2087,0,false,ORD,North America,Chicago,244,0.00
3.96.162.21,8880,0,false,ORD,North America,Chicago,244,0.00
35.183.18.12,2082,0,false,ORD,North America,Chicago,244,0.00
35.183.109.96,2087,0,false,ORD,North America,Chicago,244,0.00
35.183.132.22,2052,0,false,ORD,North America,Chicago,244,0.00
35.183.18.12,8880,0,false,ORD,North America,Chicago,244,0.00
15.223.114.96,2052,0,false,ORD,North America,Chicago,244,0.00
35.183.42.193,2096,0,false,ORD,North America,Chicago,244,0.00
35.183.129.108,443,0,false,ORD,North America,Chicago,244,0.00
35.183.18.12,2086,0,false,ORD,North America,Chicago,244,0.00
35.183.132.22,2086,0,false,ORD,North America,Chicago,244,0.00
35.182.226.30,2053,0,false,ORD,North America,Chicago,244,0.00
3.96.159.76,8880,0,false,ORD,North America,Chicago,244,0.00
3.96.215.1,8443,0,false,ORD,North America,Chicago,244,0.00
15.156.194.115,80,0,true,YYZ,North America,Toronto,244,0.00
15.222.44.227,8443,0,false,ORD,North America,Chicago,244,0.00
35.183.129.108,8080,0,false,ORD,North America,Chicago,244,0.00
3.99.169.181,2082,0,false,ORD,North America,Chicago,244,0.00
15.223.114.96,2053,0,false,ORD,North America,Chicago,244,0.00
35.183.132.22,8880,0,false,ORD,North America,Chicago,244,0.00
3.99.160.48,8443,0,false,ORD,North America,Chicago,244,0.00
35.182.250.84,80,0,false,ORD,North America,Chicago,244,0.00
15.222.44.180,2095,0,false,ORD,North America,Chicago,244,0.00
15.222.44.227,443,0,false,ORD,North America,Chicago,245,0.00
3.96.173.26,8880,0,false,ORD,North America,Chicago,245,0.00
15.222.64.33,8443,0,false,ORD,North America,Chicago,245,0.00
3.99.169.181,2052,0,false,ORD,North America,Chicago,245,0.00
3.99.187.248,2096,0,false,ORD,North America,Chicago,245,0.00
15.223.114.96,2083,0,false,ORD,North America,Chicago,245,0.00
3.96.173.26,2096,0,false,ORD,North America,Chicago,245,0.00
35.182.217.195,8443,0,false,ORD,North America,Chicago,245,0.00
15.222.64.33,2053,0,false,ORD,North America,Chicago,245,0.00
3.99.147.136,80,0,false,ORD,North America,Chicago,245,0.00
3.96.173.26,80,0,false,ORD,North America,Chicago,245,0.00
35.182.253.40,2053,0,false,ORD,North America,Chicago,245,0.00
3.99.161.67,8443,0,false,ORD,North America,Chicago,245,0.00
35.182.226.30,2096,0,false,ORD,North America,Chicago,245,0.00
15.222.62.90,2052,0,false,ORD,North America,Chicago,245,0.00
3.96.173.26,8443,0,false,ORD,North America,Chicago,245,0.00
3.96.197.208,80,0,false,ORD,North America,Chicago,245,0.00
3.96.197.208,2087,0,false,ORD,North America,Chicago,245,0.00
3.96.159.76,2052,0,false,ORD,North America,Chicago,245,0.00
3.96.162.21,80,0,false,ORD,North America,Chicago,245,0.00
3.99.160.48,80,0,false,ORD,North America,Chicago,245,0.00
3.96.173.26,443,0,false,ORD,North America,Chicago,245,0.00
35.183.47.89,2053,0,false,ORD,North America,Chicago,245,0.00
35.183.18.12,2083,0,false,ORD,North America,Chicago,245,0.00
3.96.173.26,2053,0,false,ORD,North America,Chicago,245,0.00
3.96.197.208,2083,0,false,ORD,North America,Chicago,245,0.00
3.96.162.21,8443,0,false,ORD,North America,Chicago,245,0.00
3.99.187.248,8443,0,false,ORD,North America,Chicago,245,0.00
3.96.162.21,2082,0,false,ORD,North America,Chicago,245,0.00
3.97.167.115,80,0,false,ORD,North America,Chicago,245,0.00
3.99.161.67,80,0,false,ORD,North America,Chicago,245,0.00
35.183.132.22,2095,0,false,ORD,North America,Chicago,245,0.00
35.182.253.40,2095,0,false,ORD,North America,Chicago,245,0.00
3.99.161.67,2082,0,false,ORD,North America,Chicago,245,0.00
3.99.141.132,2096,0,false,ORD,North America,Chicago,245,0.00
3.96.215.1,2095,0,false,ORD,North America,Chicago,245,0.00
3.99.141.132,2086,0,false,ORD,North America,Chicago,245,0.00
3.96.162.21,2096,0,false,ORD,North America,Chicago,245,0.00
3.96.159.76,8080,0,false,ORD,North America,Chicago,246,0.00
3.99.141.132,2082,0,false,ORD,North America,Chicago,246,0.00
3.99.141.132,80,0,false,ORD,North America,Chicago,246,0.00
3.96.215.1,8080,0,false,ORD,North America,Chicago,246,0.00
15.222.62.90,2083,0,false,ORD,North America,Chicago,246,0.00
3.99.161.67,2096,0,false,ORD,North America,Chicago,246,0.00
15.222.44.180,2086,0,false,ORD,North America,Chicago,246,0.00
3.96.215.1,2052,0,false,ORD,North America,Chicago,246,0.00
99.79.38.32,443,0,false,ORD,North America,Chicago,246,0.00
3.96.162.21,443,0,false,ORD,North America,Chicago,246,0.00
3.96.197.208,8880,0,false,ORD,North America,Chicago,246,0.00
35.183.42.193,2083,0,false,ORD,North America,Chicago,246,0.00
3.96.162.21,8080,0,false,ORD,North America,Chicago,246,0.00
3.96.162.21,2086,0,false,ORD,North America,Chicago,246,0.00
3.96.173.26,2082,0,false,ORD,North America,Chicago,246,0.00
35.183.109.65,8080,0,false,ORD,North America,Chicago,246,0.00
15.222.64.33,2052,0,false,ORD,North America,Chicago,246,0.00
35.182.217.195,2052,0,false,ORD,North America,Chicago,246,0.00
35.183.129.108,80,0,false,ORD,North America,Chicago,246,0.00
15.222.44.180,8880,0,false,ORD,North America,Chicago,246,0.00
3.99.187.248,2053,0,false,ORD,North America,Chicago,246,0.00
15.223.114.96,2082,0,false,ORD,North America,Chicago,246,0.00
3.96.197.208,8443,0,false,ORD,North America,Chicago,246,0.00
3.96.215.1,2086,0,false,ORD,North America,Chicago,246,0.00
15.222.44.227,2053,0,false,ORD,North America,Chicago,246,0.00
3.96.159.76,2082,0,false,ORD,North America,Chicago,246,0.00
35.183.109.96,2096,0,false,ORD,North America,Chicago,246,0.00
35.183.129.108,8443,0,false,ORD,North America,Chicago,246,0.00
15.222.245.142,2053,443,true,YUL,North America,Montréal,246,0.00
3.96.159.76,2096,0,false,ORD,North America,Chicago,246,0.00
35.183.18.12,443,0,false,ORD,North America,Chicago,246,0.00
3.96.197.208,2095,0,false,ORD,North America,Chicago,246,0.00
99.79.38.32,80,0,false,ORD,North America,Chicago,246,0.00
35.182.226.30,2052,0,false,ORD,North America,Chicago,246,0.00
35.182.253.40,2083,0,false,ORD,North America,Chicago,246,0.00
3.96.197.208,2082,0,false,ORD,North America,Chicago,246,0.00
35.182.226.30,2082,0,false,ORD,North America,Chicago,246,0.00
3.99.147.136,8880,0,false,ORD,North America,Chicago,246,0.00
3.99.141.132,2083,0,false,ORD,North America,Chicago,246,0.00
35.182.250.84,443,0,false,ORD,North America,Chicago,246,0.00
35.183.47.89,443,0,false,ORD,North America,Chicago,246,0.00
3.96.159.76,8443,0,false,ORD,North America,Chicago,246,0.00
35.183.18.12,8443,0,false,ORD,North America,Chicago,246,0.00
15.222.44.180,2082,0,false,ORD,North America,Chicago,246,0.00
35.182.253.40,2052,0,false,ORD,North America,Chicago,246,0.00
99.79.38.32,2096,0,false,ORD,North America,Chicago,246,0.00
35.183.47.89,2096,0,false,ORD,North America,Chicago,246,0.00
15.222.44.227,8880,0,false,ORD,North America,Chicago,246,0.00
3.96.215.1,80,0,false,ORD,North America,Chicago,246,0.00
35.182.250.84,2096,0,false,ORD,North America,Chicago,246,0.00
15.222.44.180,2052,0,false,ORD,North America,Chicago,246,0.00
35.182.217.195,8880,0,false,ORD,North America,Chicago,246,0.00
35.183.129.108,2095,0,false,ORD,North America,Chicago,246,0.00
3.96.215.1,2083,0,false,ORD,North America,Chicago,246,0.00
35.183.42.193,2053,0,false,ORD,North America,Chicago,246,0.00
3.96.215.1,8880,0,false,ORD,North America,Chicago,246,0.00
3.96.173.26,2083,0,false,ORD,North America,Chicago,247,0.00
99.79.38.32,2052,0,false,ORD,North America,Chicago,247,0.00
15.222.44.180,2096,0,false,ORD,North America,Chicago,247,0.00
35.182.226.30,443,0,false,ORD,North America,Chicago,247,0.00
35.182.253.40,8443,0,false,ORD,North America,Chicago,247,0.00
35.182.253.40,2096,0,false,ORD,North America,Chicago,247,0.00
99.79.38.32,2095,0,false,ORD,North America,Chicago,247,0.00
3.96.197.208,2086,0,false,ORD,North America,Chicago,247,0.00
3.96.197.208,2096,0,false,ORD,North America,Chicago,247,0.00
3.99.141.132,2087,0,false,ORD,North America,Chicago,247,0.00
35.183.132.22,8443,0,false,ORD,North America,Chicago,247,0.00
3.99.169.181,8080,0,false,ORD,North America,Chicago,247,0.00
3.99.147.136,2087,0,false,ORD,North America,Chicago,247,0.00
3.96.162.21,2053,0,false,ORD,North America,Chicago,247,0.00
3.96.159.76,2083,0,false,ORD,North America,Chicago,247,0.00
15.222.62.90,8880,0,false,ORD,North America,Chicago,247,0.00
15.222.252.52,80,443,true,YYZ,North America,Toronto,247,0.00
3.99.141.132,2095,0,false,ORD,North America,Chicago,247,0.00
3.96.173.26,2095,0,false,ORD,North America,Chicago,247,0.00
15.222.44.227,2082,0,false,ORD,North America,Chicago,247,0.00
3.99.147.136,2096,0,false,ORD,North America,Chicago,247,0.00
3.96.159.76,2087,0,false,ORD,North America,Chicago,247,0.00
35.183.42.193,443,0,false,ORD,North America,Chicago,247,0.00
3.96.215.1,443,0,false,ORD,North America,Chicago,247,0.00
3.99.141.132,8443,0,false,ORD,North America,Chicago,247,0.00
3.99.141.132,2053,0,false,ORD,North America,Chicago,247,0.00
15.222.44.227,2095,0,false,ORD,North America,Chicago,247,0.00
15.222.64.33,443,0,false,ORD,North America,Chicago,247,0.00
3.99.187.248,2087,0,false,ORD,North America,Chicago,247,0.00
3.99.161.67,2052,0,false,ORD,North America,Chicago,248,0.00
3.99.169.181,2086,0,false,ORD,North America,Chicago,248,0.00
3.99.169.181,2053,0,false,ORD,North America,Chicago,248,0.00
3.99.161.67,8080,0,false,ORD,North America,Chicago,248,0.00
3.99.160.48,2096,0,false,ORD,North America,Chicago,248,0.00
3.99.161.67,8880,0,false,ORD,North America,Chicago,248,0.00
3.99.161.67,2086,0,false,ORD,North America,Chicago,248,0.00
3.96.173.26,2087,0,false,ORD,North America,Chicago,248,0.00
3.99.160.48,2086,0,false,ORD,North America,Chicago,248,0.00
3.99.147.136,2053,0,false,ORD,North America,Chicago,248,0.00
3.99.147.136,2083,0,false,ORD,North America,Chicago,248,0.00
3.99.169.181,443,0,false,ORD,North America,Chicago,248,0.00
3.96.159.76,80,0,false,ORD,North America,Chicago,248,0.00
3.99.147.136,2095,0,false,ORD,North America,Chicago,248,0.00
3.96.197.208,443,0,false,ORD,North America,Chicago,249,0.00
3.96.215.1,2053,0,false,ORD,North America,Chicago,249,0.00
3.99.187.248,2052,0,false,ORD,North America,Chicago,249,0.00
3.99.187.248,8080,0,false,ORD,North America,Chicago,249,0.00
3.99.147.136,2082,0,false,ORD,North America,Chicago,249,0.00
3.99.169.181,8880,0,false,ORD,North America,Chicago,249,0.00
3.96.173.26,2052,0,false,ORD,North America,Chicago,249,0.00
3.99.141.132,2052,0,false,ORD,North America,Chicago,249,0.00
3.99.161.67,2095,0,false,ORD,North America,Chicago,249,0.00
3.99.160.48,2083,0,false,ORD,North America,Chicago,249,0.00
3.99.169.181,80,0,false,ORD,North America,Chicago,249,0.00
3.99.161.67,2053,0,false,ORD,North America,Chicago,249,0.00
3.99.187.248,2086,0,false,ORD,North America,Chicago,249,0.00
3.99.160.48,443,0,false,ORD,North America,Chicago,250,0.00
3.99.187.248,2095,0,false,ORD,North America,Chicago,250,0.00
3.99.147.136,2086,0,false,ORD,North America,Chicago,250,0.00
3.99.160.48,2052,0,false,ORD,North America,Chicago,250,0.00
3.99.147.136,443,0,false,ORD,North America,Chicago,250,0.00
3.99.169.181,2095,0,false,ORD,North America,Chicago,250,0.00
3.99.147.136,2052,0,false,ORD,North America,Chicago,250,0.00
3.99.160.48,2095,0,false,ORD,North America,Chicago,250,0.00
35.182.226.30,2087,0,false,ORD,North America,Chicago,250,0.00
3.99.160.48,2087,0,false,ORD,North America,Chicago,250,0.00
3.99.187.248,8880,0,false,ORD,North America,Chicago,250,0.00
3.99.187.248,443,0,false,ORD,North America,Chicago,250,0.00
16.24.66.17,8443,443,true,MRS,Europe,Marseille,250,0.00
3.99.169.181,2087,0,false,ORD,North America,Chicago,251,0.00
3.99.147.136,8080,0,false,ORD,North America,Chicago,251,0.00
3.99.187.248,2082,0,false,ORD,North America,Chicago,251,0.00
3.99.169.181,2083,0,false,ORD,North America,Chicago,251,0.00
16.24.96.119,8443,443,true,MRS,Europe,Marseille,251,0.00
3.99.160.48,2082,0,false,ORD,North America,Chicago,251,0.00
3.99.160.48,8880,0,false,ORD,North America,Chicago,251,0.00
3.99.160.48,8080,0,false,ORD,North America,Chicago,251,0.00
3.99.187.248,2083,0,false,ORD,North America,Chicago,252,0.00
15.223.114.96,8080,0,false,ORD,North America,Chicago,252,0.00
15.222.62.90,8080,0,false,ORD,North America,Chicago,253,0.00
15.222.64.33,2086,0,false,ORD,North America,Chicago,261,0.00
157.175.56.72,8443,443,true,MRS,Europe,Marseille,263,0.00
15.185.149.165,8443,443,true,MRS,Europe,Marseille,270,0.00
13.244.62.130,2086,0,false,ORD,North America,Chicago,304,0.00
13.244.64.177,80,0,false,ORD,North America,Chicago,308,0.00
13.244.64.177,2052,0,false,ORD,North America,Chicago,313,0.00
13.244.92.83,80,0,false,ORD,North America,Chicago,314,0.00
13.244.62.130,2096,0,false,ORD,North America,Chicago,316,0.00
13.244.64.177,2082,0,false,ORD,North America,Chicago,320,0.00
13.244.62.130,8880,0,false,ORD,North America,Chicago,321,0.00
13.244.62.130,8080,0,false,ORD,North America,Chicago,326,0.00
13.244.64.177,2096,0,false,ORD,North America,Chicago,328,0.00
13.212.162.193,2095,0,false,ORD,North America,Chicago,341,0.00
54.207.201.210,2086,0,false,ORD,North America,Chicago,341,0.00
52.67.254.188,2096,0,false,ORD,North America,Chicago,342,0.00
54.233.223.193,8080,0,false,ORD,North America,Chicago,342,0.00
54.233.65.26,2083,0,false,ORD,North America,Chicago,342,0.00
54.232.38.79,80,0,false,ORD,North America,Chicago,342,0.00
54.232.38.79,2052,0,false,ORD,North America,Chicago,342,0.00
54.233.65.26,2086,0,false,ORD,North America,Chicago,342,0.00
18.230.227.254,2096,0,false,ORD,North America,Chicago,342,0.00
54.233.192.38,2083,0,false,ORD,North America,Chicago,342,0.00
52.67.254.188,8080,0,false,ORD,North America,Chicago,342,0.00
54.94.27.227,8443,0,false,ORD,North America,Chicago,342,0.00
52.67.117.216,2053,0,false,ORD,North America,Chicago,342,0.00
52.67.254.188,2053,0,false,ORD,North America,Chicago,343,0.00
52.67.11.80,2086,0,false,ORD,North America,Chicago,343,0.00
18.231.197.45,2053,0,false,ORD,North America,Chicago,343,0.00
54.233.192.122,443,0,false,ORD,North America,Chicago,343,0.00
18.230.227.254,8880,0,false,ORD,North America,Chicago,343,0.00
52.67.11.80,2052,0,false,ORD,North America,Chicago,343,0.00
54.94.60.16,2052,0,false,ORD,North America,Chicago,344,0.00
54.94.60.16,8443,0,false,ORD,North America,Chicago,344,0.00
18.231.106.183,8080,0,false,ORD,North America,Chicago,344,0.00
54.233.65.26,2095,0,false,ORD,North America,Chicago,344,0.00
18.229.118.69,2082,0,false,ORD,North America,Chicago,344,0.00
18.228.192.190,80,0,false,ORD,North America,Chicago,344,0.00
54.207.201.210,2083,0,false,ORD,North America,Chicago,344,0.00
54.233.65.26,8443,0,false,ORD,North America,Chicago,345,0.00
18.228.7.211,8443,0,false,ORD,North America,Chicago,345,0.00
18.231.116.56,2087,0,false,ORD,North America,Chicago,345,0.00
18.228.241.10,2095,0,false,ORD,North America,Chicago,345,0.00
18.231.117.233,2083,0,false,ORD,North America,Chicago,345,0.00
18.229.132.83,2087,0,false,ORD,North America,Chicago,345,0.00
54.233.223.193,2083,0,false,ORD,North America,Chicago,345,0.00
15.228.192.27,2095,0,false,ORD,North America,Chicago,345,0.00
18.231.106.183,2095,0,false,ORD,North America,Chicago,345,0.00
18.231.117.233,2053,0,false,ORD,North America,Chicago,345,0.00
52.67.175.182,80,0,false,ORD,North America,Chicago,345,0.00
54.233.192.38,2095,0,false,ORD,North America,Chicago,345,0.00
54.233.192.38,80,0,false,ORD,North America,Chicago,345,0.00
54.232.38.79,443,0,false,ORD,North America,Chicago,345,0.00
18.229.132.83,80,0,false,ORD,North America,Chicago,345,0.00
54.233.192.122,2095,0,false,ORD,North America,Chicago,345,0.00
54.232.20.150,2052,0,false,ORD,North America,Chicago,345,0.00
